config_id,d_model,n_heads,n_layers,dropout,lr,weight_decay,rmse_viscosity,rmse_oxidation,mae_viscosity,mae_oxidation,r2_viscosity,r2_oxidation,mean_rmse,mean_mae,mean_r2
st_small,64,4,2,0.1,0.0003,0.0001,132.63788735469814,20.11661769194393,48.97087631225586,13.719438934326172,0.24650486707687377,0.6815312266349792,76.37725252332103,31.345157623291016,0.4640180468559265
st_deep,96,4,3,0.15,0.0002,0.0001,136.47152360241768,20.80977556450364,49.04370193481445,13.721702194213867,-0.14165890216827393,0.6549449563026428,78.64064958346064,31.38270206451416,0.25664302706718445
st_medium,96,4,2,0.1,0.0003,0.0001,138.99656728197715,19.919329214355507,47.86016578674317,13.203449821472168,-0.08467755317687989,0.6789719462394714,79.45794824816633,30.531807804107665,0.2971471965312958
