pair_type,pair_count,mean_proxy_score,median_proxy_score,sum_proxy_score,mean_gate,mean_attention,mean_pair_strength
antiwear_ca_mg,389,0.5341723548628008,0.23596873879432678,207.7930460416295,0.4887631990968377,0.2295277095431524,3.3871489012455878
zn_dispersant,212,0.3614612966926948,0.0308209341019392,76.62979489885129,0.4332222068981039,0.138933349959137,2.7349132507477165
zddp_detergent,349,0.13412222768959997,0.00040729844477027655,46.808657463670386,0.4951852642154497,0.06124049924387027,2.6518860319282402
ao_mo,152,0.1992715160413115,0.00034694855276029557,30.289270438279345,0.19617797977805726,0.12309934473444771,3.2698216634361366
ao_ao,134,0.12658090006317566,0.00037603272357955575,16.961840608465536,0.22519597929985777,0.06101356398868296,1.7256614725981185
