pair_type,pair_count,mean_proxy_score,median_proxy_score,sum_proxy_score,mean_gate,mean_attention,mean_pair_strength
zddp_detergent,349,0.13067230551332146,0.005351138301193714,45.604634624149185,0.5694737843421946,0.06638568434377273,1.6396492142390384
antiwear_ca_mg,389,0.08818505516223092,0.014300210401415825,34.30398645810783,0.18755277329074233,0.17931184828865573,1.1322140497536157
ao_ao,134,0.11940546729254412,0.046023983508348465,16.00033261720091,0.35040186973872467,0.18144504137948822,1.2381566584999881
ao_mo,152,0.06437911237528744,0.03380860015749931,9.78562508104369,0.18931154318545995,0.24832095445967034,1.279205454023261
zn_dispersant,212,0.04092295561315281,0.01156352972611785,8.675666589988396,0.3640419356173502,0.056701264233231755,1.1690062769460228
