model_type,config_id,fold,n_features,rmse,mae,r2,target_name,dataset_name
pls,ncomp_7,3,,405.96167932295185,235.39760248828213,-0.3008716221923011,viscosity,compact_v3_full
pls,ncomp_7,4,,89.7809425011074,61.336053448762534,-8.354064603380339,viscosity,compact_v3_full
pls,ncomp_7,5,,130.79157435848316,103.3079802969574,-11.562194694787822,viscosity,compact_v3_full
pls,ncomp_8,1,,121.79357087869982,106.71426035660745,-20.242133002965982,viscosity,compact_v3_full
pls,ncomp_8,2,,56.61360394129588,44.87081399433605,-6.197492447783834,viscosity,compact_v3_full
pls,ncomp_8,3,,405.91698433745785,236.73328411387985,-0.30058519497217984,viscosity,compact_v3_full
pls,ncomp_8,4,,77.19115638442081,48.9468145830347,-5.914601223429827,viscosity,compact_v3_full
pls,ncomp_8,5,,122.75469312899939,95.32649402434744,-10.065784160172393,viscosity,compact_v3_full
pls,ncomp_9,1,,138.69401879566647,117.56392587335971,-26.546400730496167,viscosity,compact_v3_full
pls,ncomp_9,2,,72.37283926076424,61.473611628588216,-10.762261616051665,viscosity,compact_v3_full
pls,ncomp_9,3,,401.4266681203824,232.94668669390734,-0.2719698016166867,viscosity,compact_v3_full
pls,ncomp_9,4,,77.3537741588728,49.49113675011422,-5.943765742646805,viscosity,compact_v3_full
pls,ncomp_9,5,,121.70087371061337,96.06026508124359,-9.876605513811038,viscosity,compact_v3_full
pls,ncomp_10,1,,135.00902921873885,114.01234645206601,-25.102074515858504,viscosity,compact_v3_full
pls,ncomp_10,2,,83.51662686048384,74.66054596090846,-14.6633807102869,viscosity,compact_v3_full
pls,ncomp_10,3,,386.28978070932914,222.9414151581544,-0.17785219944459785,viscosity,compact_v3_full
pls,ncomp_10,4,,79.75537421926501,54.911435045692116,-6.3816246660530265,viscosity,compact_v3_full
pls,ncomp_10,5,,122.03039809122387,102.03700572703589,-9.935585517056289,viscosity,compact_v3_full
pls,ncomp_11,1,,126.25422968809431,108.14524715234832,-21.8266021337641,viscosity,compact_v3_full
pls,ncomp_11,2,,91.71452035399959,85.11296843234481,-17.88929770979026,viscosity,compact_v3_full
pls,ncomp_11,3,,370.39233559417573,213.91336802960194,-0.08289997065718668,viscosity,compact_v3_full
pls,ncomp_11,4,,82.65465047463876,57.89881776795901,-6.928054591604887,viscosity,compact_v3_full
pls,ncomp_11,5,,134.37129011935772,110.26517765820665,-12.25924999025956,viscosity,compact_v3_full
pls,ncomp_12,1,,124.44346406469131,106.27060035260943,-21.17652936212083,viscosity,compact_v3_full
pls,ncomp_12,2,,93.5915134435262,88.42628166077807,-18.67037110934111,viscosity,compact_v3_full
pls,ncomp_12,3,,352.78239287960594,205.0990540528108,0.017623053045635717,viscosity,compact_v3_full
pls,ncomp_12,4,,83.50382480757358,59.32935668893937,-7.091793315607163,viscosity,compact_v3_full
pls,ncomp_12,5,,137.33808504535787,111.17815542495524,-12.851217861688735,viscosity,compact_v3_full
mlp,relu_small,1,27.0,32.99815260329046,23.15931314159105,-0.5592963039678926,viscosity,viscosity_focus
mlp,relu_small,2,27.0,22.26533174572726,20.258954311958366,-0.11326345791485615,viscosity,viscosity_focus
mlp,relu_small,3,27.0,418.0637972519601,244.58642100496863,-0.37958823151976784,viscosity,viscosity_focus
mlp,relu_small,4,27.0,35.88239172842326,26.822252081385113,-0.4941521041296275,viscosity,viscosity_focus
mlp,relu_small,5,27.0,77.60888292229225,40.44031494424355,-3.4231213017742537,viscosity,viscosity_focus
mlp,relu_mid,1,27.0,29.12144836942081,21.42223931184764,-0.21443797290791955,viscosity,viscosity_focus
mlp,relu_mid,2,27.0,20.409587697802177,18.31334881940177,0.06457693100305317,viscosity,viscosity_focus
mlp,relu_mid,3,27.0,396.3376723464772,229.85479064497957,-0.23992400521631496,viscosity,viscosity_focus
mlp,relu_mid,4,27.0,30.74693541231465,26.641543978467343,-0.09707347720684711,viscosity,viscosity_focus
mlp,relu_mid,5,27.0,81.83623002282648,45.86997074158018,-3.9180984008460236,viscosity,viscosity_focus
mlp,relu_wide,1,27.0,40.10621462081273,33.98742751474367,-1.303417930739457,viscosity,viscosity_focus
mlp,relu_wide,2,27.0,24.308203548654088,20.92329586231483,-0.32692183869877534,viscosity,viscosity_focus
mlp,relu_wide,3,27.0,380.03395531853613,220.60536362820346,-0.14001131703424363,viscosity,viscosity_focus
mlp,relu_wide,4,27.0,23.873123646327354,17.927971185924683,0.3386207895124467,viscosity,viscosity_focus
mlp,relu_wide,5,27.0,63.726715068357066,35.46040184637937,-1.9822843526131826,viscosity,viscosity_focus
mlp,tanh_mid,1,27.0,30.1819387484485,21.97307877900431,-0.3044987371267429,viscosity,viscosity_focus
mlp,tanh_mid,2,27.0,25.31526650019714,23.101109223582267,-0.4391452232592472,viscosity,viscosity_focus
mlp,tanh_mid,3,27.0,406.7906558258797,234.8561633547447,-0.30618982390937544,viscosity,viscosity_focus
mlp,tanh_mid,4,27.0,26.685523277658703,21.501771298191517,0.17361297221830285,viscosity,viscosity_focus
mlp,tanh_mid,5,27.0,55.60438973875644,34.44928489604638,-1.2705137823399872,viscosity,viscosity_focus
mlp,tanh_wide,1,27.0,29.16837642648021,19.416811875365006,-0.21835516365359497,viscosity,viscosity_focus
mlp,tanh_wide,2,27.0,26.378264797732793,22.549726274711702,-0.5625432977344886,viscosity,viscosity_focus
mlp,tanh_wide,3,27.0,410.46865436618936,238.0014744572644,-0.32991643919451774,viscosity,viscosity_focus
mlp,tanh_wide,4,27.0,37.28113809297518,26.561446360659875,-0.6129108671762933,viscosity,viscosity_focus
mlp,tanh_wide,5,27.0,66.61735080601302,41.81389443788784,-2.2589725390212774,viscosity,viscosity_focus
mlp,relu_deep,1,27.0,40.96359686456946,29.73162915187589,-1.402954586322235,viscosity,viscosity_focus
mlp,relu_deep,2,27.0,20.948303099547807,19.434263864529402,0.014543833850825694,viscosity,viscosity_focus
mlp,relu_deep,3,27.0,396.86402395405725,227.09434570214506,-0.24321952518217205,viscosity,viscosity_focus
mlp,relu_deep,4,27.0,32.14615643731516,21.54568613436507,-0.19919594764365378,viscosity,viscosity_focus
mlp,relu_deep,5,27.0,67.83251991693713,37.11833438972418,-2.378950947156798,viscosity,viscosity_focus
ridge,alpha_0.1,1,,50.16616667425462,42.314348018891266,-2.603887534872739,viscosity,viscosity_focus
ridge,alpha_0.1,2,,69.25685332173316,59.542436577472614,-9.771225652283295,viscosity,viscosity_focus
ridge,alpha_0.1,3,,482.5204233601381,312.6308065096158,-0.8377894731437083,viscosity,viscosity_focus
ridge,alpha_0.1,4,,101.21936637769178,69.74062254514727,-10.889381789724665,viscosity,viscosity_focus
ridge,alpha_0.1,5,,84.38780579426256,77.2140789549419,-4.229562702382157,viscosity,viscosity_focus
ridge,alpha_0.3,1,,69.8902854192918,62.623490610562705,-5.994924387569805,viscosity,viscosity_focus
ridge,alpha_0.3,2,,64.58847866903734,54.26927331163314,-8.368061293518881,viscosity,viscosity_focus
ridge,alpha_0.3,3,,453.3310326038278,273.26184244576046,-0.6221658645463097,viscosity,viscosity_focus
ridge,alpha_0.3,4,,84.07686852971655,55.63172970359446,-7.203234004103711,viscosity,viscosity_focus
ridge,alpha_0.3,5,,87.65681695158777,73.73650113356209,-4.642575483164842,viscosity,viscosity_focus
ridge,alpha_1.0,1,,97.24088687334336,87.77585564520385,-12.540890259537752,viscosity,viscosity_focus
ridge,alpha_1.0,2,,56.946730281404854,48.808463187408016,-6.28244476875963,viscosity,viscosity_focus
ridge,alpha_1.0,3,,439.12357055146487,264.2963483556873,-0.5220813244622919,viscosity,viscosity_focus
ridge,alpha_1.0,4,,72.54965537265699,42.68198097428877,-5.108052371807238,viscosity,viscosity_focus
ridge,alpha_1.0,5,,98.18167737469797,83.07577065861442,-6.078917974095542,viscosity,viscosity_focus
ridge,alpha_3.0,1,,100.38350264428998,90.59224208513099,-13.430257694277064,viscosity,viscosity_focus
ridge,alpha_3.0,2,,47.37333648669406,40.22996643844219,-4.039733355455817,viscosity,viscosity_focus
ridge,alpha_3.0,3,,431.8579216138175,258.831665378997,-0.47212992092989836,viscosity,viscosity_focus
ridge,alpha_3.0,4,,72.75220447701246,44.07409350903633,-5.142205740383443,viscosity,viscosity_focus
ridge,alpha_3.0,5,,104.1572560065707,85.97458527590045,-6.966820736123032,viscosity,viscosity_focus
ridge,alpha_10.0,1,,78.65958314498621,71.18667656902956,-7.860386715403372,viscosity,viscosity_focus
ridge,alpha_10.0,2,,34.50918944930707,27.075497063669545,-1.6742938809426433,viscosity,viscosity_focus
ridge,alpha_10.0,3,,422.62903549480603,247.777224973893,-0.40988282650768704,viscosity,viscosity_focus
ridge,alpha_10.0,4,,77.11229891544932,48.9049183347031,-5.900480708653938,viscosity,viscosity_focus
ridge,alpha_10.0,5,,111.20367913262076,85.70582911453054,-8.08122209168995,viscosity,viscosity_focus
ridge,alpha_30.0,1,,47.79079893106796,40.59025938242841,-2.270679416320788,viscosity,viscosity_focus
ridge,alpha_30.0,2,,27.31331185045257,19.926396758084945,-0.6752836106819298,viscosity,viscosity_focus
ridge,alpha_30.0,3,,410.9468202424905,236.40991436752296,-0.333016754179595,viscosity,viscosity_focus
ridge,alpha_30.0,4,,80.12856935646727,50.99437517965477,-6.450867187220831,viscosity,viscosity_focus
ridge,alpha_30.0,5,,120.09190882634847,82.73673952901129,-9.590914958054245,viscosity,viscosity_focus
ridge,alpha_100.0,1,,32.08213821865604,23.58467733930167,-0.47392711120301656,viscosity,viscosity_focus
ridge,alpha_100.0,2,,23.3441258417077,18.55996453589421,-0.22375602954771856,viscosity,viscosity_focus
ridge,alpha_100.0,3,,400.15291550623374,228.68964526350652,-0.263910524399112,viscosity,viscosity_focus
ridge,alpha_100.0,4,,73.51302566980141,46.558226345193056,-5.271344242549654,viscosity,viscosity_focus
ridge,alpha_100.0,5,,125.53897853138811,75.81338773939636,-10.573458702782105,viscosity,viscosity_focus
pls,ncomp_2,1,,46.51943753020466,38.70504864171987,-2.09897666594933,viscosity,viscosity_focus
pls,ncomp_2,2,,25.493633794837894,20.326831431989046,-0.4594966393483162,viscosity,viscosity_focus
pls,ncomp_2,3,,387.44159740984804,219.0382685785392,-0.1848867756723045,viscosity,viscosity_focus
pls,ncomp_2,4,,74.82666218923912,50.84684260058558,-5.497477593748331,viscosity,viscosity_focus
pls,ncomp_2,5,,138.5659312658294,76.03868309746159,-13.099993577948553,viscosity,viscosity_focus
pls,ncomp_3,1,,42.083748481622266,31.841269214775036,-1.53616922798362,viscosity,viscosity_focus
pls,ncomp_3,2,,38.119969547622915,26.468828549023915,-2.263207595960308,viscosity,viscosity_focus
pls,ncomp_3,3,,396.59006671499577,227.85695259390977,-0.2415037161747191,viscosity,viscosity_focus
pls,ncomp_3,4,,95.65567644466749,60.50006956151854,-9.61826449207362,viscosity,viscosity_focus
pls,ncomp_3,5,,145.087160809316,84.97758090413397,-14.458378945035626,viscosity,viscosity_focus
pls,ncomp_4,1,,66.3186730379405,55.15551841844677,-5.298266773524791,viscosity,viscosity_focus
pls,ncomp_4,2,,36.71609443234172,26.99363257689883,-2.027279845536911,viscosity,viscosity_focus
pls,ncomp_4,3,,402.5163821657227,231.05503084964113,-0.27888496097868876,viscosity,viscosity_focus
pls,ncomp_4,4,,99.01698390360832,64.56087312455108,-10.377620175306436,viscosity,viscosity_focus
pls,ncomp_4,5,,132.61728557361474,81.17123693332086,-11.915352205616223,viscosity,viscosity_focus
pls,ncomp_5,1,,66.66075691165231,54.071134931973454,-5.363409579951578,viscosity,viscosity_focus
pls,ncomp_5,2,,42.00364759546568,33.133823803436144,-2.961992284777867,viscosity,viscosity_focus
pls,ncomp_5,3,,411.4489012372308,238.7973349461556,-0.3362760140073815,viscosity,viscosity_focus
pls,ncomp_5,4,,100.63675059666875,64.41077428354552,-10.752905815493287,viscosity,viscosity_focus
pls,ncomp_5,5,,117.4222855328402,92.96005716746397,-9.125280043717506,viscosity,viscosity_focus
pls,ncomp_6,1,,110.84333060736132,101.35998564491057,-16.59415971475921,viscosity,viscosity_focus
pls,ncomp_6,2,,41.60614002477072,33.005978898423095,-2.887357353400331,viscosity,viscosity_focus
pls,ncomp_6,3,,425.6408090383923,252.0222441648768,-0.43004887009404835,viscosity,viscosity_focus
pls,ncomp_6,4,,91.53748107904667,60.17210134545327,-8.723664355729625,viscosity,viscosity_focus
pls,ncomp_6,5,,120.31127526954667,100.28194469417292,-9.629642184438659,viscosity,viscosity_focus
pls,ncomp_7,1,,159.18561061332923,142.3873533938901,-35.287496880705916,viscosity,viscosity_focus
pls,ncomp_7,2,,51.40963117173684,44.59920473286934,-4.935107498314725,viscosity,viscosity_focus
pls,ncomp_7,3,,433.46200787267355,261.73020112085027,-0.4830863437527777,viscosity,viscosity_focus
