component,target_viscosity,target_oxidation
component_1,-0.5622747527101918,-0.12048377769223913
component_2,0.224739647937501,0.640454634314533
component_3,0.32242995653511525,0.024017334560499863
component_4,0.13000734640986403,0.3216214540387235
component_5,0.07701614505040108,0.2975389920428994
component_6,-0.10775679806091479,0.14006052755405932
component_7,0.06952716610370532,-0.1215783797509916
component_8,0.07693934209033948,0.21992644290337082
