feature,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8
moly__coc_c__count,-0.06586925028826304,-0.12319884340979885,0.04029655293305904,0.029123816390118164,0.1141954986160789,0.09397051840254919,0.005951948150663175,-0.03890742845116092
textnum__moly__категория__category_is_amine_complex__count,-0.06586925028826304,-0.12319884340979885,0.04029655293305904,0.029123816390118164,0.1141954986160789,0.09397051840254919,0.005951948150663175,-0.03890742845116092
textnum__moly__категория__category_is_modtc__count,-0.06586925028826304,-0.12319884340979885,0.04029655293305904,0.029123816390118164,0.1141954986160789,0.09397051840254919,0.005951948150663175,-0.03890742845116092
textnum__moly__категория__category_is_modtp__count,-0.06586925028826304,-0.12319884340979885,0.04029655293305904,0.029123816390118164,0.1141954986160789,0.09397051840254919,0.005951948150663175,-0.03890742845116092
textnum__moly__категория__has_text_value__count,-0.06586925028826304,-0.12319884340979885,0.04029655293305904,0.029123816390118164,0.1141954986160789,0.09397051840254919,0.005951948150663175,-0.03890742845116092
textnum__moly__категория__text_length__count,-0.06586925028826304,-0.12319884340979885,0.04029655293305904,0.029123816390118164,0.1141954986160789,0.09397051840254919,0.005951948150663175,-0.03890742845116092
textnum__moly__cas__cas_count__count,-0.06586925028826304,-0.12319884340979885,0.04029655293305904,0.029123816390118164,0.1141954986160789,0.09397051840254919,0.005951948150663175,-0.03890742845116092
textnum__moly__cas__has_text_value__count,-0.06586925028826304,-0.12319884340979885,0.04029655293305904,0.029123816390118164,0.1141954986160789,0.09397051840254919,0.005951948150663175,-0.03890742845116092
textnum__moly__cas__text_length__count,-0.06586925028826304,-0.12319884340979885,0.04029655293305904,0.029123816390118164,0.1141954986160789,0.09397051840254919,0.005951948150663175,-0.03890742845116092
textnum__moly__тип_лиганда__chain_count_max__count,-0.06586925028826304,-0.12319884340979885,0.04029655293305904,0.029123816390118164,0.1141954986160789,0.09397051840254919,0.005951948150663175,-0.03890742845116092
textnum__moly__тип_лиганда__chain_count_mean__count,-0.06586925028826304,-0.12319884340979885,0.04029655293305904,0.029123816390118164,0.1141954986160789,0.09397051840254919,0.005951948150663175,-0.03890742845116092
textnum__moly__тип_лиганда__chain_count_n__count,-0.06586925028826304,-0.12319884340979885,0.04029655293305904,0.029123816390118164,0.1141954986160789,0.09397051840254919,0.005951948150663175,-0.03890742845116092
textnum__moly__тип_лиганда__has_text_value__count,-0.06586925028826304,-0.12319884340979885,0.04029655293305904,0.029123816390118164,0.1141954986160789,0.09397051840254919,0.005951948150663175,-0.03890742845116092
textnum__moly__тип_лиганда__ligand_is_amide__count,-0.06586925028826304,-0.12319884340979885,0.04029655293305904,0.029123816390118164,0.1141954986160789,0.09397051840254919,0.005951948150663175,-0.03890742845116092
textnum__moly__тип_лиганда__ligand_is_dithiocarbamate__count,-0.06586925028826304,-0.12319884340979885,0.04029655293305904,0.029123816390118164,0.1141954986160789,0.09397051840254919,0.005951948150663175,-0.03890742845116092
textnum__moly__тип_лиганда__ligand_is_dithiophosphate__count,-0.06586925028826304,-0.12319884340979885,0.04029655293305904,0.029123816390118164,0.1141954986160789,0.09397051840254919,0.005951948150663175,-0.03890742845116092
textnum__moly__тип_лиганда__text_length__count,-0.06586925028826304,-0.12319884340979885,0.04029655293305904,0.029123816390118164,0.1141954986160789,0.09397051840254919,0.005951948150663175,-0.03890742845116092
base_oil__deem_time_min__wm,0.015064623168170399,0.03688038539613989,-0.023280884416823598,0.0780073679180342,0.02557764048221896,0.003101643646241691,-0.029157218033557763,-0.052981670117619326
antioxidant__chemical_potential_jmol__wm,-0.12581923589005262,-0.05286238412535475,-0.014160507620483825,-0.09471190859314706,-0.08928420900412838,0.014958573876810825,0.008462097380926513,0.06662159824789901
antioxidant__lumo_ev__wm,0.11858169447497709,0.08555277144124897,0.040049984809145,0.09058929524634896,0.031413835482869565,-0.008095253765851993,-0.03351183545423355,-0.10975535030075728
antioxidant__ionization_ev__wm,0.13429342458342006,0.045415447404904295,0.05494962473885849,0.12550211364454697,0.07330947280073735,-0.043068060932405214,-0.00829214654320124,-0.01574440765368404
base_oil__ccs_m35__max,0.027214418798262575,0.010820176865856228,-0.021235269230529853,-0.03285650798951881,0.1000839270061793,0.21872119431360013,0.017307870183965665,0.3197355411492337
antioxidant__bde_xh_kcal__max,-0.126264814693462,-0.04681256548632926,-0.06624008536946947,-0.10700665889379575,-0.05874805465705917,0.0427331700677273,-0.009897328300173081,-0.04171655781416778
