feature,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8
moly__mo_pct__count,-0.1047212829631194,-0.15591390111560766,0.03945079973853532,-0.041163875762859195,0.1973683383504704,0.09600062104687015,0.0228251627346306,-0.010885265664523249
moly__coc_c__count,-0.1047212829631194,-0.15591390111560766,0.03945079973853532,-0.041163875762859195,0.1973683383504704,0.09600062104687015,0.0228251627346306,-0.010885265664523249
textnum__moly__категория__category_is_amine_complex__count,-0.1047212829631194,-0.15591390111560766,0.03945079973853532,-0.041163875762859195,0.1973683383504704,0.09600062104687015,0.0228251627346306,-0.010885265664523249
textnum__moly__категория__category_is_modtc__count,-0.1047212829631194,-0.15591390111560766,0.03945079973853532,-0.041163875762859195,0.1973683383504704,0.09600062104687015,0.0228251627346306,-0.010885265664523249
textnum__moly__категория__category_is_modtp__count,-0.1047212829631194,-0.15591390111560766,0.03945079973853532,-0.041163875762859195,0.1973683383504704,0.09600062104687015,0.0228251627346306,-0.010885265664523249
textnum__moly__категория__has_text_value__count,-0.1047212829631194,-0.15591390111560766,0.03945079973853532,-0.041163875762859195,0.1973683383504704,0.09600062104687015,0.0228251627346306,-0.010885265664523249
textnum__moly__категория__text_length__count,-0.1047212829631194,-0.15591390111560766,0.03945079973853532,-0.041163875762859195,0.1973683383504704,0.09600062104687015,0.0228251627346306,-0.010885265664523249
textnum__moly__cas__cas_count__count,-0.1047212829631194,-0.15591390111560766,0.03945079973853532,-0.041163875762859195,0.1973683383504704,0.09600062104687015,0.0228251627346306,-0.010885265664523249
textnum__moly__cas__has_text_value__count,-0.1047212829631194,-0.15591390111560766,0.03945079973853532,-0.041163875762859195,0.1973683383504704,0.09600062104687015,0.0228251627346306,-0.010885265664523249
textnum__moly__cas__text_length__count,-0.1047212829631194,-0.15591390111560766,0.03945079973853532,-0.041163875762859195,0.1973683383504704,0.09600062104687015,0.0228251627346306,-0.010885265664523249
textnum__moly__тип_лиганда__chain_count_max__count,-0.1047212829631194,-0.15591390111560766,0.03945079973853532,-0.041163875762859195,0.1973683383504704,0.09600062104687015,0.0228251627346306,-0.010885265664523249
textnum__moly__тип_лиганда__chain_count_mean__count,-0.1047212829631194,-0.15591390111560766,0.03945079973853532,-0.041163875762859195,0.1973683383504704,0.09600062104687015,0.0228251627346306,-0.010885265664523249
textnum__moly__тип_лиганда__chain_count_n__count,-0.1047212829631194,-0.15591390111560766,0.03945079973853532,-0.041163875762859195,0.1973683383504704,0.09600062104687015,0.0228251627346306,-0.010885265664523249
textnum__moly__тип_лиганда__has_text_value__count,-0.1047212829631194,-0.15591390111560766,0.03945079973853532,-0.041163875762859195,0.1973683383504704,0.09600062104687015,0.0228251627346306,-0.010885265664523249
textnum__moly__тип_лиганда__ligand_is_amide__count,-0.1047212829631194,-0.15591390111560766,0.03945079973853532,-0.041163875762859195,0.1973683383504704,0.09600062104687015,0.0228251627346306,-0.010885265664523249
textnum__moly__тип_лиганда__ligand_is_dithiocarbamate__count,-0.1047212829631194,-0.15591390111560766,0.03945079973853532,-0.041163875762859195,0.1973683383504704,0.09600062104687015,0.0228251627346306,-0.010885265664523249
textnum__moly__тип_лиганда__ligand_is_dithiophosphate__count,-0.1047212829631194,-0.15591390111560766,0.03945079973853532,-0.041163875762859195,0.1973683383504704,0.09600062104687015,0.0228251627346306,-0.010885265664523249
textnum__moly__тип_лиганда__text_length__count,-0.1047212829631194,-0.15591390111560766,0.03945079973853532,-0.041163875762859195,0.1973683383504704,0.09600062104687015,0.0228251627346306,-0.010885265664523249
base_oil__deem_time_min__wm,0.02470980140647579,0.04853936386866601,-0.051581894055242335,0.057861544561392524,0.05152496463284604,-0.015298836874961336,-0.01880476326149633,-0.09540918068462212
antioxidant__chemical_potential_jmol__wm,-0.14200752131764732,-0.0409542811248899,0.020267014238619076,-0.02833641760528962,-0.10271314722094733,0.021897762020353515,-0.01843756534579728,0.14610213988812246
antioxidant__lumo_ev__wm,0.14679914639185843,0.05995884264316345,0.004158924316395317,0.062102646369240934,0.07516249809533129,-0.03129299260435567,-0.011445654343604826,-0.0702557821147382
antioxidant__ionization_ev__wm,0.14999084596615384,0.008266529168531067,0.008065204791519367,0.06826140448872846,0.055834997128452,-0.04897916467070014,-0.0208321054664993,-0.014820060234873377
base_oil__ccs_m35__max,0.02387279759194221,0.004232737305646333,0.019879554891665756,-0.06673633559279543,0.16627877124914403,0.23697583240411396,-0.16325543848602952,0.32347861981209786
antioxidant__bde_xh_kcal__max,-0.1430483172393582,-0.003171231211140134,-0.026314018089360295,-0.0609635305514184,-0.0323588237350871,0.037675808918116484,0.051074790839125264,-0.06521468191673861
