target,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8
target_viscosity,-19.9386938439711,10.416251127877729,27.566198887409968,13.067470462064714,7.253854441213505,-10.708230631541452,8.197347529142636,12.632308959225934
target_oxidation,-0.7831137749771366,5.440869178360739,0.3763695448491943,5.925388219162156,5.136639804214183,2.551155680868372,-2.6273827019905593,6.618504770698458
