target_name,model_name,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std
oxidation,oxidation_backbone_plus_residual_pls_v3,33.35743519838077,7.417848028109429,26.76903451541611,6.684581035496646,-0.8200756286404738,1.7373452738916277
oxidation,oxidation_backbone_plus_residual_ridge_v3,31.212888709084503,8.138029872602045,24.757230932376498,7.886761503100324,-0.5831823453752231,1.5492514009056488
oxidation,oxidation_backbone_ridge,29.64602263797668,6.836332892131027,22.964421748547274,6.999239035144909,-0.6412827526285356,2.0220342758276653
oxidation,oxidation_direct_addon_pls_v3,34.027434417084855,5.474746349462592,25.93494394782676,5.795528784045259,-1.1104562384969427,2.452951927673169
oxidation,oxidation_direct_addon_ridge_v3,31.31625469138512,5.591352675532485,23.641656109422847,5.918008489537809,-0.7734232958858709,2.0811167553625642
viscosity,viscosity_backbone_mlp,131.2297121333849,153.7694929973921,76.26626484232926,89.09661540946665,-3.2576887667936014,3.4621853937732197
viscosity,viscosity_backbone_plus_residual_ridge_v3,214.89583801404106,152.94777549443057,167.90673248966192,114.28230560197268,-40.49853538378419,68.87212354710461
