config,rmse_viscosity,rmse_oxidation,mae_viscosity,mae_oxidation,r2_viscosity,r2_oxidation,mean_rmse
pair_small,146.5939598431668,23.667707966565438,48.12215805053711,16.498519897460938,0.44300347566604614,0.5678482055664062,85.13083390486612
pair_medium,171.30799086550223,25.12111166857159,52.87245559692383,17.181442260742188,0.2393662929534912,0.5131428241729736,98.21455126703691
