config,fold,rmse_viscosity,rmse_oxidation,mae_viscosity,mae_oxidation,r2_viscosity,r2_oxidation
pair_medium,1,171.75742569464063,17.843347227558038,67.52143096923828,11.752119064331055,0.3546346426010132,0.7448192834854126
pair_medium,2,182.86873066834033,37.085360650927676,55.147979736328125,24.614213943481445,-6.6977434158325195,0.08876544237136841
pair_medium,3,44.05570647983641,16.74039195049656,29.181419372558594,12.038022994995117,0.9269003868103027,0.7826110124588013
pair_medium,4,96.40952182454542,25.404680004150443,36.71175003051758,19.125587463378906,0.3369640111923218,0.5140108466148376
pair_medium,5,269.1209939320974,22.867565176672723,75.28685760498047,18.31654930114746,0.27751266956329346,0.4880545735359192
