config,fold,rmse,mae,r2,target
oxidation_gated_small,1,24.42451526235027,15.813636779785156,0.5218688249588013,oxidation
oxidation_gated_small,2,22.747854949096986,15.938036918640137,0.6571484804153442,oxidation
oxidation_gated_small,3,22.30235457370477,17.55483055114746,0.6141597032546997,oxidation
oxidation_gated_small,4,31.751569573962108,23.592905044555664,0.2408466935157776,oxidation
oxidation_gated_small,5,24.70154120080997,16.89732551574707,0.4026458263397217,oxidation
