config,fold,rmse,mae,r2,target
oxidation_gated_medium,1,15.74717226832304,10.617785453796387,0.8012531399726868,oxidation
oxidation_gated_medium,2,21.56183125661343,15.499086380004883,0.6919676065444946,oxidation
oxidation_gated_medium,3,15.409981482690853,11.6226806640625,0.815791130065918,oxidation
oxidation_gated_medium,4,23.244976198246174,16.744956970214844,0.5931284427642822,oxidation
oxidation_gated_medium,5,26.683875952339527,18.260595321655273,0.3029215335845947,oxidation
