pair_type,mean_signed_effect,median_signed_effect,mean_abs_signed_effect,positive_share,nonzero_scenarios
ao_mo,-16.220119970733535,0.0,17.729497373550238,0.11377245508982035,90
zddp_detergent,1.5062576234340668,0.0,9.08676337830482,0.4491017964071856,164
zn_dispersant,-5.338324985282863,0.0,6.617896484222241,0.041916167664670656,62
antiwear_ca_mg,0.9585658267776413,0.16871324181556702,2.5786445824565685,0.5329341317365269,121
ao_ao,-1.4038399852321533,0.0,1.5731640185067755,0.3592814371257485,118
