target_name,model,rmse,mae,r2
viscosity,baseline,139.96474863112854,48.16107940673828,0.4922409653663635
viscosity,baseline_plus_residual_v2,92.77416611555988,38.589290618896484,0.7769129276275635
oxidation,baseline,21.00632781105419,13.902955055236816,0.6595728993415833
oxidation,baseline_plus_residual_v2,25.640266746049928,17.146900177001953,0.49281203746795654
