target_name,config,rmse,mae,r2
oxidation,resid_small,25.640266746049928,17.146900177001953,0.49281203746795654
oxidation,resid_medium,25.86914350049531,16.950420379638672,0.48371684551239014
viscosity,resid_small,92.77416611555988,38.589290618896484,0.7769129276275635
viscosity,resid_medium,115.00353255443939,45.709835052490234,0.6571985483169556
