rmse_viscosity,rmse_oxidation,mae_viscosity,mae_oxidation,r2_viscosity,r2_oxidation,mean_rmse,mean_mae,mean_r2,n_components,fold
100.89333504301901,33.66934358459354,70.78367860038738,29.373253433703052,-1.4600486442507905,-0.015487060381060402,67.28133931380627,50.078466017045216,-0.7377678523159255,1,1
123.87682138418216,35.64994317461035,81.93778306620457,31.875434792631676,-1.146364638146082,-0.0414897753435588,79.76338227939625,56.90660892941813,-0.5939272067448204,1,2
284.5638688863758,35.57837199951275,108.83229926699735,30.535967819671683,0.23522345621876262,-0.0264535836434292,160.07112044294428,69.68413354333453,0.10438493628766671,1,3
171.28492921290518,34.70207823888342,101.6127601385881,30.958066280967586,0.37212943287800726,0.0030248501615938173,102.9935037258943,66.28541320977784,0.18757714151980054,1,4
132.47233835867493,40.959200687486316,84.53610773621156,34.36864696366998,0.3044128616894498,-0.018012549959246726,86.71576952308062,59.452377349940775,0.14320015586510154,1,5
141.4773127053446,42.55277995368699,76.7430209669495,28.370253110295213,-3.837181051172786,-0.6220377974032711,92.0150463295158,52.556637038622355,-2.2296094242880287,2,1
134.31171008786458,29.176451727766967,91.17389150984133,23.40752901565561,-1.5231969781745365,0.3024067404984665,81.74408090781577,57.29071026274847,-0.610395118838035,2,2
279.1784601827262,27.641427314807324,103.97252915759994,20.885469049058706,0.26389653705142513,0.3804332514228643,153.40994374876678,62.42899910332932,0.3221648942371447,2,3
161.27724811130165,25.092871130302786,93.20563247292323,20.181883088690846,0.4433553635687153,0.4787163823413054,93.18505962080222,56.69375778080703,0.46103587295501036,2,4
130.72484115855949,34.04681771894652,81.51749433270453,25.416888990473918,0.32264337335210835,0.2965985852987887,82.385829438753,53.467191661589226,0.3096209793254485,2,5
91.307465765058,41.03672800789984,60.34748549549185,27.690764651405125,-1.014797100396874,-0.5085181729101775,66.17209688647893,44.01912507344849,-0.7616576366535258,3,1
135.52680845267489,29.46955260411657,84.68603942028317,22.903689374662616,-1.569057477477954,0.2883205722339949,82.49818052839572,53.79486439747289,-0.6403684526219795,3,2
278.3132927467821,28.227313185285784,105.30557470895285,21.23531797414171,0.2684518021633898,0.35389030825629764,153.27030296603394,63.27044634154728,0.3111710552098437,3,3
152.01708256624102,25.20685595801551,85.59648795042402,20.41780973376941,0.5054427111194841,0.4739697451248296,88.61196926212827,53.00714884209671,0.48970622812215686,3,4
128.26100380886243,33.58111661090653,83.9456291843255,25.05792036109296,0.3479357243918625,0.31570959265957244,80.92106020988447,54.501774772709226,0.33182265852571746,3,5
106.90492624866168,33.35284748421906,68.59780379582241,25.98145700704169,-1.7619395905520632,0.003514623108238024,70.12888686644037,47.28963040143205,-0.8792124837219126,4,1
143.56375123626924,29.97085452966328,89.3633579031176,23.40408875829442,-1.882789913495115,0.26390210075030396,86.76730288296626,56.38372333070601,-0.8094439063724055,4,2
271.60500990705737,27.009141087207446,96.46162617016898,19.950857975612273,0.30329231872453033,0.4084537318559637,149.30707549713242,58.20624207289063,0.355873025290247,4,3
147.01623181012457,24.812081553702523,81.97053704223103,20.266307063649954,0.5374460498441096,0.4903174509267326,85.91415668191354,51.11842205294049,0.5138817503854212,4,4
134.68097166461416,33.55266441079723,83.19431569875228,24.981401696952506,0.28102528014463235,0.3168686559425944,84.1168180377057,54.08785869785239,0.29894696804361337,4,5
148.8718383684029,33.888519500808535,77.58981303834899,25.99544525339882,-4.3560403686337485,-0.02875103950238267,91.38017893460572,51.7926291458739,-2.1923957040680655,5,1
151.44139183813587,29.72220938727335,95.86612997385538,23.19493656110094,-2.2078391492516145,0.276065113915836,90.58180061270461,59.53053326747816,-0.9658870176678893,5,2
262.66739090410573,26.822297294725303,94.20605419100792,19.780257444131188,0.3483905618242994,0.4166098184885073,144.7448440994155,56.99315581756956,0.38250019015640335,5,3
149.0977447001997,25.266691332782962,81.81704119416811,20.02510541393753,0.524255289466272,0.47146942735290787,87.18221801649133,50.921073304052825,0.4978623584095899,5,4
134.93666986150978,33.68982721987845,88.19749570810623,24.672928703055845,0.27829267356795984,0.31127197750680746,84.31324854069412,56.43521220558104,0.29478232553738365,5,5
284.5880952713272,36.866972801038266,113.75977823123567,25.61943076845979,-18.572765679243386,-0.21753106787615417,160.72753403618273,69.68960449984773,-9.39514837355977,6,1
157.57632807600046,30.80938752265104,100.17933769266405,23.573301595456254,-2.4730045376060272,0.22213638704310945,94.19285779932575,61.87631964406015,-1.125434075281459,6,2
260.9515056819492,22.41631805750972,92.9994499547057,18.993537086222823,0.356876084353282,0.5925299130208751,141.68391186972946,55.996493520464256,0.47470299868707855,6,3
147.20481791461577,23.08429267993684,79.27484613018477,18.59327780967065,0.5362586000673042,0.5588294556682603,85.14455529727631,48.93406196992771,0.5475440278677822,6,4
137.19484149287504,32.18170346385056,93.54483025536541,23.4046063099685,0.25393493756373287,0.3715535985821099,84.6882724783628,58.474718282666956,0.3127442680729214,6,5
207.715598179414,29.994941770676785,96.77241029505718,23.705187508123494,-9.426942058070809,0.1940629130428082,118.85526997504539,60.23879890159034,-4.616439572514,7,1
165.7664061270767,29.560310286965088,104.32478267188368,21.916692295842214,-2.8434075802613656,0.283930289389541,97.66335820702089,63.120737483862946,-1.2797386454359123,7,2
258.37499144907514,21.92698752106892,92.44700788681232,17.72229208660753,0.3695132033025319,0.6101252486350774,140.15098948507202,55.08464998670992,0.4898192259688047,7,3
145.527229690158,23.938865504951778,82.31836609695537,19.837789198694104,0.5467682308630495,0.5255608777946226,84.7330475975549,51.07807764782474,0.536164554328836,7,4
142.28070905575942,32.602775836651986,98.51436335471956,23.58333739098041,0.19759582452004032,0.35500055317418966,87.4417424462057,61.048850372849984,0.276298188847115,7,5
200.01366492571475,30.631496615183362,109.33980115218871,23.977320272705064,-8.668031889670413,0.15949262659355912,115.32258077044905,66.65856071244689,-4.254269631538427,8,1
171.41638798297203,29.13157000018341,102.87322942319062,22.01302287342302,-3.1098699321685714,0.30455128567373135,100.27397899157772,62.44312614830682,-1.40265932324742,8,2
256.8678520271702,19.99811597696906,94.66585787788841,16.00836413145748,0.37684719550306767,0.6757012032456456,138.43298400206965,55.33711100467295,0.5262741993743567,8,3
145.50367858775542,23.928760479770496,89.18171835706842,19.650052499382344,0.546914914670864,0.5259613318105272,84.71621953376295,54.41588542822538,0.5364381232406956,8,4
148.99380741294624,30.076317507794595,110.72748685985056,21.59170649882582,0.12009137453743857,0.45109206614154806,89.53506246037041,66.1595966793382,0.2855917203394933,8,5
244.08443479436735,29.233220379362223,126.96037379879395,22.538670579755117,-13.397891942347067,0.23447669589084474,136.6588275868648,74.74952218927453,-6.5817076232281115,9,1
181.08416499272957,29.46616207799308,110.43474386203046,22.266123460958134,-3.586531158342922,0.28848432286269454,105.27516353536133,66.35043366149429,-1.6490234177401137,9,2
253.3217560360312,21.21009622550284,98.33615227858078,16.53032765047382,0.39393385408410075,0.6352019992370408,137.265926130767,57.4332399645273,0.5145679266605707,9,3
152.91393247294099,24.12501637448265,100.66885593960595,19.86040995761033,0.49959005258341216,0.518153623114104,88.51947442371181,60.26463294860814,0.508871837848758,9,4
154.26136784974472,30.4255020746473,113.96313779882155,22.191878275000846,0.056774584906315595,0.4382724900912388,92.34343496219601,68.0775080369112,0.2475235374987772,9,5
399.78891857357826,35.26101184829918,173.82174185616242,25.633101468380094,-37.62604508782649,-0.11376774424265879,217.52496521093872,99.72742166227125,-18.869906416034574,10,1
183.57147785601882,29.365112648065654,110.33703259853185,22.117882579013923,-3.713394677019843,0.293356010710057,106.46829525204224,66.2274575887729,-1.710019333154893,10,2
249.79331604635505,21.211385527546476,95.10979831935771,16.531069255737776,0.41069968604971197,0.6351576478019448,135.50235078695076,55.82043378754774,0.5229286669258284,10,3
157.34224338589792,23.994619069084788,108.10323826262797,19.680278625142094,0.4701871394864403,0.5233483690218861,90.66843122749135,63.89175844388503,0.4967677542541632,10,4
165.83201300627846,29.950426888764184,120.3141876825567,21.79521747609492,-0.09002857605641301,0.4556775835334208,97.89121994752132,71.0547025793258,0.1828245037385039,10,5
269.56528325669314,60.263500047005344,149.8684588967982,33.18706973706171,-16.560895482859568,-2.253222728763239,164.91439165184923,91.52776431692995,-9.407059105811403,11,1
185.46995478099245,29.09779024293577,111.93144285129829,21.91585623075484,-3.8113896616090157,0.30616317741340326,107.2838725119641,66.92364954102656,-1.7526132420978062,11,2
247.9827457637356,20.456520713528988,96.70465799064027,14.980801576770487,0.4192115454454244,0.6606633939271025,134.2196332386323,55.84272978370538,0.5399374696862634,11,3
164.43719198470424,23.914743609644745,116.31604183673397,19.34512279265943,0.4213287262194675,0.5265165291722873,94.1759677971745,67.8305823146967,0.4739226276958774,11,4
174.57117784242487,30.93467383544652,127.92715146213637,22.343992089437872,-0.20794239129359093,0.41931411587551204,102.7529258389357,75.13557177578711,0.10568586229096055,11,5
194.6906125365011,77.20316108182267,131.4363055211294,33.06729077424819,-8.160280275938522,-4.339188583043903,135.9468868091619,82.2517981476888,-6.2497344294912125,12,1
187.24038884383057,29.065320587893872,119.6144272394865,22.18427743476945,-3.9036839022407372,0.30771079133604884,108.15285471586222,70.89935233712798,-1.7979865554523442,12,2
246.60008493383506,20.120426816616952,95.35758380521476,14.75917729304876,0.4256700168534471,0.6717221727333929,133.36025587522602,55.05838054913176,0.54869609479342,12,3
166.15545387014978,24.283498581043517,116.60888827934656,19.481041944370325,0.4091720635750087,0.5118021328994484,95.21947622559665,68.04496511185845,0.46048709823722855,12,4
177.678607785441,28.011992182803585,130.66189384132198,18.818930699587607,-0.25132875194696846,0.5238561500313715,102.84529998412229,74.7404122704548,0.13626369904220154,12,5
