config_id,d_model,n_heads,n_layers,dropout,lr,weight_decay,rmse_viscosity,rmse_oxidation,mae_viscosity,mae_oxidation,r2_viscosity,r2_oxidation,mean_rmse,mean_mae,mean_r2
st_medium,96,4,2,0.1,0.0003,0.0001,161.780647924736,30.945732489160218,61.53630332946777,23.117509841918945,0.2122385621070862,0.24298391342163086,96.3631902069481,42.32690658569336,0.22761123776435851
st_deep,96,4,3,0.15,0.0002,0.0001,167.32166252973903,33.55564368883189,64.83816604614258,25.829365158081053,0.11981233358383178,0.11155886650085449,100.43865310928547,45.33376560211182,0.11568560004234314
st_small,64,4,2,0.1,0.0003,0.0001,169.04840254567415,34.56343940312034,64.08961563110351,27.60320625305176,0.09635117053985595,0.06194571256637573,101.80592097439725,45.84641094207764,0.07914844155311584
